"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"1327","Hippopotamus","Large","beast","","unaligned",76,"9d10+27",21,7,16,2,11,4,"unaligned","unaligned"
"1328","Hirudine Stalker","Medium","monstrosity","","neutral evil",52,"8d8+16",13,16,14,12,14,12,"neutral","evil"
"1329","Hoard Drake","Large","dragon","","neutral evil",147,"14d10+70",18,7,20,16,10,12,"neutral","evil"
"1330","Hoard Golem","Huge","construct","","unaligned",161,"14d12+70",22,15,20,3,11,1,"unaligned","unaligned"
"1331","Hoard Golem","Huge","construct","","unaligned",161,"14d12 + 70",22,15,20,3,11,1,"unaligned","unaligned"
"1332","Hoarfrost Drake","Medium","dragon","","chaotic evil",52,"8d8+16",9,15,14,10,13,10,"chaotic","evil"
"1333","Hobgoblin","Medium","humanoid","goblinoid","lawful evil",11,"2d8+2",13,12,12,10,10,9,"lawful","evil"
"1334","Hobgoblin","Medium","humanoid","","",19,"3d8+6",13,12,14,10,10,10,"unaligned","unaligned"
"1335","Hobgoblin Captain","Medium","humanoid","","",52,"8d8+16",16,14,14,14,12,14,"unaligned","unaligned"
"1336","Hobgoblin Warlord","Medium","humanoid","","",104,"16d8+32",16,14,14,14,12,14,"unaligned","unaligned"
"1337","Hodag","Large","beast","","unaligned",52,"7d10+14",19,12,14,3,12,7,"unaligned","unaligned"
"1338","Holler Spider","Tiny","beast","","chaotic neutral",14,"4d4+4",7,15,10,5,14,5,"chaotic","neutral"
"1339","Holy Knight","Medium","humanoid","","",93,"11d8+44",18,12,18,12,14,14,"unaligned","unaligned"
"1340","Homunculus","Tiny","construct","","neutral",5,"2d4",4,15,11,10,10,7,"neutral","neutral"
"1341","Homunculus","Tiny","construct","","",5,"2d4",4,16,10,10,10,10,"unaligned","unaligned"
"1342","Hongaek","Large","elemental","","neutral evil",105,"14d10+28",5,20,14,12,15,13,"neutral","evil"
"1343","Hooden Horse","Medium","undead","","lawful evil",117,"18d8+36",18,14,14,12,15,19,"lawful","evil"
"1344","Horakh","Medium","monstrosity","","neutral",161,"19d8+76",18,19,19,8,15,10,"neutral","neutral"
"1345","Horakh","Medium","monstrosity","","neutral",161,"19d8 + 76",18,19,19,5,15,10,"neutral","neutral"
"1346","Horde Demon","Medium","fiend","","",52,"8d8+16",16,12,14,8,8,8,"unaligned","unaligned"
"1347","Horde Demon Band","Large","fiend","","",260,"40d8+80",16,12,14,8,8,8,"unaligned","unaligned"
"1348","Horde of Shadows","Large","undead","","",90,"20d8",6,14,10,8,10,14,"unaligned","unaligned"
"1349","Horned Devil","Large","fiend","devil","lawful evil",178,"17d10+85",22,17,21,12,16,17,"lawful","evil"
"1350","Horned Devil","Large","fiend","","",168,"16d10+80",20,16,20,12,16,16,"unaligned","unaligned"
"1351","Horned Serpent","Large","monstrosity","","unaligned",210,"20d10+100",22,16,20,4,14,16,"unaligned","unaligned"
"1352","Horned Tauric","Large","fey","","",45,"6d10+12",16,16,14,10,16,10,"unaligned","unaligned"
"1353","Hound Guardian","Medium","construct","","",32,"5d8+10",16,10,14,2,12,6,"unaligned","unaligned"
"1354","Hound Of The Night","Large","monstrosity","","unaligned",112,"15d10+30",20,16,14,9,14,10,"unaligned","unaligned"
"1355","Hound of Tindalos","Medium","aberration","","neutral evil",93,"11d8+44",18,22,18,14,16,18,"neutral","evil"
"1356","Hound of the Night","Large","monstrosity","","neutral",112,"15d10 + 30",20,16,14,7,14,10,"neutral","neutral"
"1357","Howler Baboon","Medium","beast","","unaligned",13,"2d8+4",15,14,14,6,12,7,"unaligned","unaligned"
"1358","Howler Of The Hill","Large","aberration","","neutral evil",178,"21d10+63",17,22,16,17,18,18,"neutral","evil"
"1359","Hraesvelgr The Corpse Swallower","Huge","giant","shapechanger","neutral",241,"21d12+105",25,10,20,16,17,20,"neutral","neutral"
"1360","Huecambra","Large","monstrosity","","unaligned",136,"13d10+65",18,12,20,8,13,17,"unaligned","unaligned"
"1361","Huli Jing","Medium","fey","shapechanger","neutral",130,"20d8+40",15,18,14,16,16,20,"neutral","neutral"
"1362","Hulking Whelp","Small","fey","shapechanger","chaotic neutral",94,"9d12+36",21,10,18,7,14,9,"chaotic","neutral"
"1363","Hulking Whelp","Small","fey","","chaotic neutral",94,"9d12 + 36",21,10,18,7,14,9,"chaotic","neutral"
"1364","Hundun","Large","celestial","","chaotic good",153,"18d10+54",20,14,16,4,20,18,"chaotic","good"
"1365","Hundun","Large","celestial","","chaotic good",153,"18d10 + 54",20,14,16,4,20,18,"chaotic","good"
"1366","Hunter Shark","Large","beast","","unaligned",45,"6d10+12",18,13,15,1,10,4,"unaligned","unaligned"
"1367","Hunter Shark","Large","beast","","",45,"6d10+12",18,12,14,2,10,4,"unaligned","unaligned"
"1368","Hvalfiskr","Huge","giant","","lawful neutral",275,"22d12+132",23,17,22,10,14,18,"lawful","neutral"
"1369","Hverhuldra","Small","fey","","neutral good",120,"16d6+64",13,16,18,11,15,18,"neutral","good"
"1370","Hydra","Huge","monstrosity","","unaligned",172,"15d12+75",20,12,20,2,10,7,"unaligned","unaligned"
"1371","Hydra","Huge","monstrosity","","",172,"15d12+75",20,12,20,2,12,6,"unaligned","unaligned"
"1372","Hyena","Medium","beast","","unaligned",5,"1d8+1",11,13,12,2,12,5,"unaligned","unaligned"
"1373","Hyena","Medium","beast","","",4,"1d8",10,12,10,2,12,4,"unaligned","unaligned"
"1374","Ia'affrat","Large","elemental","Swarm","lawful evil",170,"20d10+60",3,21,16,20,18,23,"lawful","evil"
"1375","Ia’Affrat","Large","swarm","","lawful evil",170,"20d10 + 60",3,21,16,20,18,23,"lawful","evil"
"1376","Ibexian","Large","fiend","","chaotic evil",119,"14d10+42",19,17,17,6,14,7,"chaotic","evil"
"1377","Ice Bogie","Small","fey","","chaotic neutral",10,"3d6",7,14,10,8,7,12,"chaotic","neutral"
"1378","Ice Devil","Large","fiend","devil","lawful evil",180,"19d10+76",21,14,18,18,15,18,"lawful","evil"
"1379","Ice Devil","Large","fiend","","",180,"19d10+76",20,14,18,18,16,18,"unaligned","unaligned"
"1380","Ice Elemental","Large","elemental","","neutral",114,"12d10+48",18,9,19,5,14,6,"neutral","neutral"
"1381","Ice Maiden","Medium","fey","","lawful evil",84,"13d8+26",12,17,15,19,13,23,"lawful","evil"
"1382","Ice Mephit","Small","elemental","","neutral evil",21,"6d6",7,13,10,9,11,12,"neutral","evil"
"1383","Ice Mephit","Small","elemental","","",21,"6d6",8,14,10,8,10,10,"unaligned","unaligned"
"1384","Ice Urchin","Large","monstrosity","","unaligned",45,"6d10+12",15,12,14,5,11,5,"unaligned","unaligned"
"1385","Ice Willow","Large","plant","","neutral",142,"15d10+60",19,9,18,7,14,5,"neutral","neutral"
"1386","Ice Worm","Gargantuan","monstrosity","","",247,"15d20+90",28,8,22,2,10,4,"unaligned","unaligned"
"1387","Ice Maiden","Medium","fey","","lawful evil",84,"13d8 + 26",12,17,15,19,13,20,"lawful","evil"
"1388","Iceworm","Small","monstrosity","","unaligned",38,"7d6+14",10,16,15,3,8,4,"unaligned","unaligned"
"1389","Ichneumon","Large","monstrosity","","unaligned",123,"13d10+52",22,18,18,6,14,12,"unaligned","unaligned"
"1390","Ichor Ooze","Medium","ooze","","neutral evil",39,"6d8+12",15,6,14,3,7,1,"neutral","evil"
"1391","Idolic Deity","Small","construct","","neutral evil",90,"12d6+48",14,20,18,10,11,20,"neutral","evil"
"1392","Idolic Deity","Small","construct","","neutral evil",105,"14d6 + 56",14,20,18,10,11,20,"neutral","evil"
"1393","Ijiraq","Medium","fey","","chaotic neutral",127,"15d8+60",17,13,19,11,15,9,"chaotic","neutral"
"1394","Ikuchi","Gargantuan","elemental","","chaotic neutral",116,"8d20+32",20,13,18,6,12,8,"chaotic","neutral"
"1395","Illhveli, Kembingur","Gargantuan","monstrosity","","chaotic evil",210,"12d20+84",27,12,24,7,14,12,"chaotic","evil"
"1396","Illhveli, Nauthveli","Gargantuan","monstrosity","","chaotic evil",280,"16d20+112",30,10,25,6,15,12,"chaotic","evil"
"1397","Imp","Tiny","fiend","devil","lawful evil",10,"3d4+3",6,17,13,11,12,14,"lawful","evil"
"1398","Imp","Tiny","fiend","","",14,"4d4+4",6,16,12,10,12,14,"unaligned","unaligned"
"1399","Imp Familiar","Tiny","fiend","","",14,"4d4+4",6,16,12,10,12,14,"unaligned","unaligned"
"1400","Imperator","Huge","monstrosity","","neutral",216,"16d12+112",20,10,24,7,12,15,"neutral","neutral"
"1401","Imperator, Penguin Swarm","Huge","beast","Swarm","unaligned",114,"12d12+36",15,10,16,4,14,12,"unaligned","unaligned"
"1402","Imperial Dragon Wyrmling","Medium","dragon","","neutral",60,"8d8+24",19,12,17,14,12,14,"neutral","neutral"
"1403","Imperial Ghoul","Medium","undead","","lawful evil",93,"17d8 + 17",16,14,12,13,14,14,"lawful","evil"
"1404","Imy-Ut Ushabti","Medium","monstrosity","","neutral",97,"15d8+30",17,14,15,6,10,5,"neutral","neutral"
"1405","Incandescent One","Medium","celestial","","chaotic good",144,"17d8+68",16,18,18,11,17,18,"chaotic","good"
"1406","Incarnate Gloom","Gargantuan","undead","","neutral evil",184,"16d20+16",4,19,13,12,15,20,"neutral","evil"
"1407","Incinis","Large","elemental","","neutral evil",171,"18d10+72",12,20,18,10,16,10,"neutral","evil"
"1408","Infernal Centaur","Medium","fiend","","lawful evil",60,"8d8+24",17,12,16,11,14,13,"lawful","evil"
"1409","Infernal Knight","Medium","fiend","devil","lawful evil",247,"26d8+130",24,14,20,17,21,20,"lawful","evil"
"1410","Infernal Swarm","Huge","fiend","Swarm of Devils","lawful evil",150,"20d12+20",18,16,13,8,12,19,"lawful","evil"
"1411","Ink Devil","Small","fiend","devil","lawful evil",54,"12d6+12",12,18,12,20,8,18,"lawful","evil"
"1412","Ink Guardian","Large","ooze","","unaligned",102,"12d10+36",16,7,16,6,6,1,"unaligned","unaligned"
"1413","Ink Devil","Small","fiend","","lawful evil",54,"12d6 + 12",12,18,12,20,8,18,"lawful","evil"
"1414","Inkling","Tiny","construct","","unaligned",10,"4d4",4,14,10,14,12,10,"unaligned","unaligned"
"1415","Intellect Devourer","Tiny","aberration","","",36,"8d4+16",6,16,14,16,14,14,"unaligned","unaligned"
"1416","Invisible Stalker","Medium","elemental","","neutral",104,"16d8+32",16,19,14,10,15,11,"neutral","neutral"
"1417","Invisible Stalker","Medium","elemental","","",104,"16d8+32",16,18,14,10,14,10,"unaligned","unaligned"
"1418","Ion Slime","Small","ooze","","unaligned",112,"15d6+60",10,17,18,2,4,1,"unaligned","unaligned"
"1419","Irid","Tiny","celestial","","chaotic neutral",20,"8d4",4,17,10,12,10,16,"chaotic","neutral"
"1420","Iron Golem","Large","construct","","unaligned",210,"20d10+100",24,9,20,3,11,1,"unaligned","unaligned"
"1421","Iron Guardian","Large","construct","","",210,"20d10+100",24,12,20,3,12,1,"unaligned","unaligned"
"1422","Iron Sphere","Small","construct","","unaligned",60,"8d6+32",16,13,18,4,10,3,"unaligned","unaligned"
"1423","Iron Ghoul","Medium","undead","","lawful evil",143,"22d8 + 44",18,16,14,14,14,14,"lawful","evil"
"1424","Isonade","Gargantuan","monstrosity","","chaotic neutral",222,"12d20+96",30,14,26,6,18,8,"chaotic","neutral"
"1425","Isonade","Gargantuan","monstrosity","","chaotic neutral",222,"12d20 + 96",30,14,26,6,18,8,"chaotic","neutral"
"1426","Jaanavar Jal","Huge","monstrosity","","unaligned",172,"15d12+75",20,14,20,6,13,10,"unaligned","unaligned"
"1427","Jack of Strings","Medium","fey","","chaotic neutral",90,"12d8+36",14,19,17,15,14,20,"chaotic","neutral"
"1428","Jackal","Small","beast","","unaligned",3,"1d6",8,15,11,3,12,6,"unaligned","unaligned"
"1429","Jackal","Small","beast","","",3,"1d6",8,14,10,2,12,4,"unaligned","unaligned"
"1430","Jackalope","Tiny","beast","","",55,"10d4+30",11,19,16,6,17,14,"unaligned","unaligned"
"1431","Jackalwere","Medium","fiend","","",18,"4d8",10,14,10,12,10,14,"unaligned","unaligned"
"1432","Jackalwere Pack Leader","Medium","fiend","","",36,"8d8",10,14,10,12,10,14,"unaligned","unaligned"
"1433","Jaculus","Small","dragon","","neutral evil",65,"10d6+30",14,18,17,13,13,13,"neutral","evil"
"1434","Jaculus","Small","dragon","","neutral evil",65,"10d6 + 30",14,18,17,13,13,13,"neutral","evil"
"1435","J'ba Fofi Spider","Large","beast","","unaligned",75,"10d10+20",17,17,15,4,13,6,"unaligned","unaligned"
"1436","J’ba Fofi Spider","Large","beast","","unaligned",75,"10d10 + 20",17,17,15,4,13,6,"unaligned","unaligned"
"1437","Jiangshi","Medium","undead","","chaotic evil",117,"18d8+36",17,10,14,6,12,14,"chaotic","evil"
"1438","Jinmenju","Huge","plant","","chaotic neutral",126,"12d12+48",16,1,19,17,8,22,"chaotic","neutral"
"1439","Jotun Giant","Gargantuan","giant","","chaotic neutral",407,"22d20+176",30,8,26,18,20,14,"chaotic","neutral"
"1440","Jotun","Gargantuan","giant","","chaotic neutral",370,"20d20 + 160",30,8,26,18,20,14,"chaotic","neutral"
"1441","Jubjub Bird","Large","beast","","unaligned",91,"14d10+14",16,13,12,3,12,11,"unaligned","unaligned"
"1442","Juniper Sheriff","Small","fey","","lawful neutral",31,"7d6+7",7,16,13,12,17,10,"lawful","neutral"
"1443","Junk Shaman","Small","humanoid","kobold","lawful neutral",42,"12d6",6,14,11,11,17,9,"lawful","neutral"
"1444","Kachlian","Huge","aberration","","neutral evil",157,"15d12+60",18,10,19,16,15,9,"neutral","evil"
"1445","Kalke","Small","fiend","","neutral evil",9,"2d6+2",8,17,12,13,7,13,"neutral","evil"
"1446","Kalke","Small","fiend","","neutral evil",18,"4d6 + 4",8,14,12,13,7,13,"neutral","evil"
"1447","Kallikantzaros","Small","fey","","chaotic evil",59,"17d6",15,13,10,6,8,10,"chaotic","evil"
"1448","Kamaitachi","Small","monstrosity","shapechanger","chaotic neutral",84,"13d6+39",12,19,16,9,12,13,"chaotic","neutral"
"1449","Kapi","Medium","humanoid","simian","chaotic good",13,"3d8",14,18,10,11,13,9,"chaotic","good"
"1450","Karakura","Medium","fiend","shapechanger","neutral evil",76,"17d8",7,18,11,15,13,20,"neutral","evil"
"1451","Karkadann","Huge","monstrosity","","neutral",157,"15d12+60",22,10,18,7,12,8,"neutral","neutral"
"1452","Kaveph","Huge","aberration","","neutral evil",136,"13d12+52",21,13,18,8,10,7,"neutral","evil"
"1453","Kech","Medium","humanoid","","",30,"5d8+8",14,14,14,10,12,10,"unaligned","unaligned"
"1454","Keelbreaker Crab","Huge","monstrosity","","unaligned",157,"15d12+60",19,10,18,3,12,10,"unaligned","unaligned"
"1455","Keg Golem","Medium","construct","","unaligned",45,"6d8+18",16,10,16,8,7,3,"unaligned","unaligned"
"1456","Kelp Drake","Medium","dragon","","neutral evil",60,"8d8+24",18,14,16,7,12,10,"neutral","evil"
"1457","Kelp Eel","Huge","plant","","unaligned",157,"15d12+60",18,14,19,3,15,5,"unaligned","unaligned"
"1458","Keyhole Dragonette","Tiny","dragon","","neutral",27,"6d4+12",12,15,14,7,10,13,"neutral","neutral"
"1459","Kezai","Medium","monstrosity","","unaligned",67,"9d8+27",13,18,16,4,12,12,"unaligned","unaligned"
"1460","Khalkos","Medium","aberration","","",130,"20d8+40",12,16,14,18,16,16,"unaligned","unaligned"
"1461","Khalkos Spawn","Tiny","aberration","","",27,"6d4+12",6,16,14,18,14,12,"unaligned","unaligned"
"1462","Khamaseen","Tiny","elemental","","neutral",27,"6d4+12",14,14,15,5,10,5,"neutral","neutral"
"1463","Khargi","Huge","fiend","","neutral evil",147,"14d12+56",20,12,18,10,15,9,"neutral","evil"
"1464","Khodumodumo","Gargantuan","monstrosity","","unaligned",186,"12d20+60",23,20,21,4,15,7,"unaligned","unaligned"
"1465","Kikimora","Medium","fey","","chaotic neutral",65,"10d8+20",13,18,15,12,16,21,"chaotic","neutral"
"1466","Kikimora","Medium","fey","","chaotic neutral",78,"12d8 + 24",13,18,15,12,16,21,"chaotic","neutral"
"1467","Killer Whale","Huge","beast","","unaligned",90,"12d12+12",19,10,13,3,12,7,"unaligned","unaligned"
"1468","Killer Whale","Huge","beast","","",75,"10d12+10",18,10,12,3,14,6,"unaligned","unaligned"
"1469","King Fomor","Gargantuan","celestial","","",656,"32d20+320",30,24,30,22,24,26,"unaligned","unaligned"
"1470","King Kobold","Small","humanoid","kobold","lawful neutral",112,"25d6+25",8,20,12,14,14,15,"lawful","neutral"
"1471","Kinnara","Medium","celestial","","lawful good",65,"10d8+20",12,15,14,13,16,19,"lawful","good"
"1472","Kirikari","Huge","monstrosity","","unaligned",142,"15d12+45",21,17,16,4,14,4,"unaligned","unaligned"
"1473","Kishi Demon","Medium","fiend","demon","chaotic evil",119,"14d8+56",19,20,19,15,11,22,"chaotic","evil"
"1474","Kishi","Medium","fiend","","chaotic evil",119,"14d8 + 56",19,20,19,15,11,22,"chaotic","evil"
"1475","Kitsune","Small","fey","shapechanger","chaotic neutral",49,"14d6",8,15,11,12,15,14,"chaotic","neutral"
"1476","Knight","Medium","humanoid","any race","any alignment",52,"8d8+16",16,11,14,11,11,15,"unaligned","unaligned"
"1477","Knight","Medium","humanoid","","",52,"8d8+16",16,12,14,10,10,14,"unaligned","unaligned"
"1478","Knight Ab-errant","Large","humanoid","","any alignment",93,"11d10+33",19,12,17,10,11,13,"unaligned","unaligned"
"1479","Knight Captain","Medium","humanoid","","",171,"18d8+90",20,12,20,12,12,16,"unaligned","unaligned"
"1480","Knight of the Road","Medium","humanoid","elf","lawful evil",117,"18d8+36",14,18,14,14,12,16,"lawful","evil"
"1481","Kobold","Small","humanoid","kobold","lawful evil",5,"2d6-2",7,15,9,8,7,8,"lawful","evil"
"1482","Kobold","Small","humanoid","","",7,"3d6-3",6,14,8,10,8,10,"unaligned","unaligned"
"1483","Kobold Alchemist","Small","humanoid","kobold","lawful neutral",44,"8d6+16",7,16,15,16,9,8,"lawful","neutral"
"1484","Kobold Broodguard","Small","humanoid","","",44,"8d6+16",14,14,14,10,10,12,"unaligned","unaligned"
"1485","Kobold Broodguard Dragon Servitor","Small","humanoid","","",44,"8d6+16",14,14,14,10,10,12,"unaligned","unaligned"
"1486","Kobold Chieftain","Small","humanoid","kobold","lawful evil",82,"15d6+30",10,17,14,11,13,14,"lawful","evil"
"1487","Kobold Dragon Servitor","Small","humanoid","","",7,"3d6-3",6,14,8,10,8,10,"unaligned","unaligned"
"1488","Kobold, Drake Rider","Small","humanoid","","lawful neutral",71,"13d6+26",17,16,15,12,10,14,"lawful","neutral"
"1489","Kobold, Empyrean","Small","celestial","","neutral",150,"20d6+80",19,18,18,17,20,18,"neutral","neutral"
"1490","Kobold, Ghost Hunter","Small","humanoid","","lawful neutral",176,"32d6+64",12,22,15,14,20,14,"lawful","neutral"
"1491","Kobold, Leviathan Hunter","Medium","humanoid","","chaotic neutral",190,"20d8+100",20,15,21,10,15,14,"chaotic","neutral"
"1492","Kobold, Planes Hunter","Small","humanoid","","neutral",181,"33d6+66",18,17,15,14,14,18,"neutral","neutral"
"1493","Kobold, Sapper","Small","humanoid","","lawful neutral",66,"12d6+24",7,16,15,16,12,8,"lawful","neutral"
"1494","Kobold Sorcerer","Small","humanoid","","",27,"5d6+10",6,14,14,10,10,14,"unaligned","unaligned"
"1495","Kobold Sorcerer Dragon Servitor","Small","humanoid","","",27,"5d6+10",6,14,14,10,10,14,"unaligned","unaligned"
"1496","Kobold Spellclerk","Small","humanoid","kobold","lawful neutral",21,"6d6",6,14,10,16,12,12,"lawful","neutral"
"1497","Kobold Trapsmith","Small","humanoid","","lawful neutral",36,"8d6+8",7,16,12,16,13,8,"lawful","neutral"
"1498","Kobold War Machine","Large","construct","","unaligned",114,"12d10+48",21,14,19,2,7,1,"unaligned","unaligned"
"1499","Kongamato","Large","beast","","unaligned",112,"15d10+30",19,18,14,2,10,7,"unaligned","unaligned"
"1500","Kongamato","Large","beast","","unaligned",127,"17d10 + 34",19,18,14,2,10,7,"unaligned","unaligned"
"1501","Koralk (Harvester Devil)","Large","fiend","devil","lawful evil",136,"16d10+48",16,13,17,10,11,13,"lawful","evil"
"1502","Koralk","Large","fiend","","lawful evil",136,"16d10 + 48",20,13,17,10,11,13,"lawful","evil"
"1503","Korrigan","Small","fey","","chaotic neutral",66,"12d6+24",11,16,14,10,14,17,"chaotic","neutral"
"1504","Koschei","Medium","fiend","","neutral evil",135,"18d8+54",22,12,17,17,13,21,"neutral","evil"
"1505","Kot Bayun","Medium","monstrosity","","neutral",44,"8d8+8",16,16,13,12,16,17,"neutral","neutral"
"1506","Kot Bayun","Medium","monstrosity","","neutral",66,"12d8 + 12",16,16,13,12,16,17,"neutral","neutral"
"1507","Krake Spawn","Huge","monstrosity","","neutral evil",150,"12d12+72",24,12,22,17,15,18,"neutral","evil"
"1508","Kraken","Gargantuan","monstrosity","titan","chaotic evil",472,"27d20+189",30,11,25,22,18,20,"chaotic","evil"
"1509","Kraken","Gargantuan","monstrosity","","",444,"24d20+192",30,10,26,22,18,18,"unaligned","unaligned"
"1510","Krake Spawn","Huge","monstrosity","","neutral evil",175,"14d12 + 84",24,12,22,17,15,18,"neutral","evil"
"1511","Kryt","Medium","humanoid","kryt","neutral evil",120,"16d8+48",20,10,16,6,18,6,"neutral","evil"
"1512","Külmking","Large","undead","","chaotic evil",127,"15d10+45",17,15,16,12,18,17,"chaotic","evil"
"1513","Labyrinth Keeper","Large","monstrosity","","chaotic evil",119,"14d10+42",18,11,16,10,12,16,"chaotic","evil"
"1514","Lacedon","Medium","undead","","",22,"5d8",12,14,10,6,10,6,"unaligned","unaligned"
"1515","Lady in White","Medium","undead","","any alignment",49,"11d8",6,14,10,10,11,18,"unaligned","unaligned"
"1516","Laestrigonian Giant","Large","giant","","chaotic evil",95,"10d10+40",20,14,18,9,11,8,"chaotic","evil"
"1517","Lake Troll","Large","giant","","chaotic evil",126,"12d10+60",20,13,20,8,10,6,"chaotic","evil"
"1518","Lakescourge Lotus","Medium","undead","","chaotic evil",90,"12d8+36",16,17,16,10,14,3,"chaotic","evil"
"1519","Lake Troll","Large","giant","","chaotic evil",126,"12d10 + 60",22,13,20,8,10,6,"chaotic","evil"
"1520","Lamassu","Large","celestial","","lawful good",147,"14d10+70",18,14,20,17,18,16,"lawful","good"
"1521","Lambent Witchfyre","Large","aberration","","unaligned",110,"13d10+39",10,16,17,2,11,1,"unaligned","unaligned"
"1522","Lamia","Large","monstrosity","","chaotic evil",97,"13d10+26",16,13,15,14,15,16,"chaotic","evil"
"1523","Lamia","Large","monstrosity","","",85,"10d10+30",16,16,16,14,16,18,"unaligned","unaligned"
"1524","Lantern Beetle","Tiny","beast","","unaligned",2,"1d4",6,12,10,1,7,3,"unaligned","unaligned"
"1525","Lantern Dragonette","Tiny","dragon","","lawful neutral",28,"8d4+8",7,12,13,16,13,12,"lawful","neutral"
"1526","Lantern Dragonette","Tiny","dragon","","lawful neutral",28,"8d4 + 8",7,15,13,16,13,12,"lawful","neutral"
"1527","Lava Keeper","Huge","elemental","","lawful neutral",276,"24d12+120",24,10,21,10,18,12,"lawful","neutral"
"1528","Lazavik","Tiny","fey","","neutral good",36,"8d4+16",12,18,15,13,17,14,"neutral","good"
"1529","Leashed Lesion","Large","aberration","","chaotic evil",65,"10d10+10",15,11,12,6,9,14,"chaotic","evil"
"1530","Leech Swarm","Medium","beast","","unaligned",32,"5d8+10",5,16,15,2,13,4,"unaligned","unaligned"
"1531","Lemure","Medium","fiend","devil","lawful evil",13,"3d8",10,5,11,1,11,3,"lawful","evil"
"1532","Lemure","Medium","fiend","","",13,"3d8",10,4,10,1,10,2,"unaligned","unaligned"
"1533","Lemure Band","Large","fiend","","",67,"15d8",10,4,10,1,10,2,"unaligned","unaligned"
"1534","Lemurfolk","Small","humanoid","lemurfolk","neutral",14,"4d6",10,15,11,12,10,8,"neutral","neutral"
"1535","Lemurfolk Greyfur","Small","humanoid","lemurfolk","neutral",67,"15d6+15",9,16,12,16,12,10,"neutral","neutral"
"1536","Lemurfolk","Small","humanoid","","neutral",21,"6d6",10,15,11,12,10,8,"neutral","neutral"
"1537","Leonino","Tiny","beast","","unaligned",13,"3d4+6",10,16,14,8,8,12,"unaligned","unaligned"
"1538","Leshy","Medium","monstrosity","","chaotic neutral",84,"13d8+26",16,12,14,14,15,16,"chaotic","neutral"
"1539","Leshy","Medium","monstrosity","","chaotic neutral",45,"7d8 + 14",16,12,14,14,15,16,"chaotic","neutral"
"1540","Lesser Lunarchidna","Medium","aberration","","neutral evil",39,"6d8+12",10,15,14,6,12,13,"neutral","evil"
"1541","Lesser Scrag","Medium","monstrosity","","chaotic evil",45,"7d8+14",18,10,15,8,10,9,"chaotic","evil"
"1542","Ley Wanderer","Huge","aberration","","neutral",136,"16d12+32",14,9,14,19,11,10,"neutral","neutral"
"1543","Library Automaton","Small","construct","","lawful neutral",7,"2d6",8,13,10,14,12,8,"lawful","neutral"
"1544","Library Automaton","Small","construct","","lawful neutral",24,"7d6",8,13,10,16,12,8,"lawful","neutral"
"1545","Lich","Medium","undead","","",170,"20d8+80",12,16,18,20,16,16,"unaligned","unaligned"
"1546","Lich Hound","Medium","undead","","neutral evil",119,"14d8+56",10,18,18,6,10,16,"neutral","evil"
"1547","Lich Hound","Medium","undead","","neutral evil",85,"10d8 + 40",10,18,18,6,10,16,"neutral","evil"
"1548","Life Broker","Medium","fey","","lawful neutral",190,"20d8+100",15,19,20,19,14,20,"lawful","neutral"
"1549","Light Cavalry","Medium","humanoid","dragonborn","lawful neutral",39,"6d8+12",15,12,15,8,14,9,"lawful","neutral"
"1550","Light Dragon Wyrmling","Medium","dragon","","neutral good",39,"6d8+12",14,10,15,12,14,13,"neutral","good"
"1551","Light Drake","Tiny","dragon","","neutral good",24,"7d4+7",7,16,13,8,12,14,"neutral","good"
"1552","Light Eater","Small","aberration","","unaligned",26,"4d6+12",8,14,16,4,17,8,"unaligned","unaligned"
"1553","Likho","Medium","monstrosity","","chaotic evil",90,"12d8+36",16,18,16,13,16,21,"chaotic","evil"
"1554","Likho","Medium","monstrosity","","chaotic evil",105,"14d8 + 42",16,18,16,13,16,19,"chaotic","evil"
"1555","Liminal Drake","Large","dragon","","neutral evil",204,"24d10+72",7,24,16,15,18,17,"neutral","evil"
"1556","Lindwurm","Large","dragon","","neutral evil",136,"16d10+48",18,20,16,6,12,8,"neutral","evil"
"1557","Lindwurm","Large","dragon","","neutral evil",136,"16d10 + 48",18,20,16,6,12,8,"neutral","evil"
"1558","Lion","Large","beast","","unaligned",26,"4d10+4",17,15,13,3,12,8,"unaligned","unaligned"
"1559","Lion","Large","beast","","",30,"4d10+8",16,14,14,3,12,4,"unaligned","unaligned"
"1560","Liosalfar","Large","elemental","","neutral",110,"20d10",10,25,10,18,18,12,"neutral","neutral"
"1561","Liosalfar","Large","elemental","","neutral",132,"24d10",10,25,10,18,18,12,"neutral","neutral"
"1562","Living Shade","Medium","fey","","neutral",18,"4d8",6,14,10,9,10,12,"neutral","neutral"
"1563","Living Soot","Large","elemental","","neutral",142,"15d10+60",15,20,19,6,10,8,"neutral","neutral"
"1564","Living Star","Huge","celestial","","any alignment",207,"18d12+90",24,22,21,21,19,22,"unaligned","unaligned"
"1565","Living Wick","Small","construct","","unaligned",28,"8d6",10,10,10,5,5,5,"unaligned","unaligned"
"1566","Living Wick","Small","construct","","unaligned",28,"8d6",14,10,10,5,5,5,"unaligned","unaligned"
"1567","Lizard","Tiny","beast","","unaligned",2,"1d4",2,11,10,1,8,3,"unaligned","unaligned"
"1568","Lizard","Tiny","beast","","",2,"1d4",2,10,10,2,10,4,"unaligned","unaligned"
